id,api_path,raw_target,pre_audit_label,campaign_status,proof_object,body_fidelity,proof_admissibility,strict_verdict,proof_bundle,contains_unrelated_target,trust_level,resolved_source_path,resolved_source_lines,reason
std_specs__vec.rs__L154__Vec__T__A__append,alloc::vec::Vec::append,"Vec::<T, A>::append",unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Private Vec/RawVec/pointer operations are replaced by public Vec methods, loops, or local surrogates."
std_specs__vec.rs__L163__Vec__T__A__extend_from_slice,alloc::vec::Vec::extend_from_slice,"Vec::<T, A>::extend_from_slice",verified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Private Vec/RawVec/pointer operations are replaced by public Vec methods, loops, or local surrogates."
std_specs__vec.rs__L184__Vec__T__A__index,alloc::vec::Vec::index,"Vec::<T, A>::index",unverified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,B,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/alloc/src/vec/mod.rs,3874-3880,"The concrete Index impl and proof both execute Index::index(&**vec, index); only receiver naming and proof annotations differ."
std_specs__vec.rs__L192__Vec__T__A__swap_remove,alloc::vec::Vec::swap_remove,"Vec::<T, A>::swap_remove",unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Private Vec/RawVec/pointer operations are replaced by public Vec methods, loops, or local surrogates."
std_specs__vec.rs__L203__Vec__T__A__insert,alloc::vec::Vec::insert,"Vec::<T, A>::insert",verified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,B,,,"Executable operations/control flow match the Rust source; differences are receiver/local renaming, qualification, or Verus-only annotations and ghost code."
std_specs__vec.rs__L214__Vec__T__A__is_empty,alloc::vec::Vec::is_empty,"<Vec<T, A>>::is_empty",verified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,B,,,"Executable operations/control flow match the Rust source; differences are receiver/local renaming, qualification, or Verus-only annotations and ghost code."
std_specs__vec.rs__L220__Vec__T__A__remove,alloc::vec::Vec::remove,"Vec::<T, A>::remove",verified,proved,local_surrogate,mechanical_desugaring,ordinary_acyclic,strict_faithful_admissible,,False,B,,,The target try_remove match is preserved; only the nested panic helper is relocated and ghost annotations are added.
std_specs__vec.rs__L231__Vec__T__A__clear,alloc::vec::Vec::clear,"Vec::<T, A>::clear",verified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Private Vec/RawVec/pointer operations are replaced by public Vec methods, loops, or local surrogates."
std_specs__vec.rs__L236__Vec__T__A__as_slice,alloc::vec::Vec::as_slice,"Vec::<T, A>::as_slice",unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Private Vec/RawVec/pointer operations are replaced by public Vec methods, loops, or local surrogates."
std_specs__vec.rs__L242__Vec__T__A__as_mut_slice,alloc::vec::Vec::as_mut_slice,"Vec::<T, A>::as_mut_slice",unverified,proved,local_surrogate,circular_or_target_axiom,circular_or_target_axiom,known_mismatch_or_inadmissible,,False,C,,,A private Vec buffer synchronization axiom directly supplies the target mutable-slice semantics.
std_specs__vec.rs__L248__Vec__T__A__as__core__ops__Deref__deref,core::ops::Deref::deref,"<Vec<T, A> as core::ops::Deref>::deref",verified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,B,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/alloc/src/vec/mod.rs,3792-3798,Both bodies return self.as_slice() exactly.
std_specs__vec.rs__L255__Vec__T__A__as__core__ops__DerefMut__deref_mut,core::ops::DerefMut::deref_mut,"<Vec<T, A> as core::ops::DerefMut>::deref_mut",verified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,B,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/alloc/src/vec/mod.rs,3803-3807,Both bodies return self.as_mut_slice() exactly.
std_specs__vec.rs__L263__Vec__T__A__split_off,alloc::vec::Vec::split_off,"Vec::<T, A>::split_off",unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Private Vec/RawVec/pointer operations are replaced by public Vec methods, loops, or local surrogates."
std_specs__vec.rs__L278__Vec__T__A__as__Clone__clone,core::clone::Clone::clone,"<Vec<T, A> as Clone>::clone",verified,proved,local_surrogate,alternate_implementation,ordinary_acyclic,known_mismatch_or_inadmissible,,False,B,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/alloc/src/vec/mod.rs,3815-3827,"The source calls <[T]>::to_vec_in. That helper at alloc/src/slice.rs:396-460 uses spare-capacity writes plus a DropGuard, or a TrivialClone bulk copy. The proof substitutes an indexed clone-and-Vec::push loop, changing the private algorithm and specialization path."
std_specs__vec.rs__L300__Vec__T__A__truncate,alloc::vec::Vec::truncate,"Vec::<T, A>::truncate",unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Private Vec/RawVec/pointer operations are replaced by public Vec methods, loops, or local surrogates."
std_specs__vec.rs__L306__Vec__T__A__resize,alloc::vec::Vec::resize,"Vec::<T, A>::resize",verified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Private Vec/RawVec/pointer operations are replaced by public Vec methods, loops, or local surrogates."
std_specs__vec.rs__L343__Vec__T__A1__as__PartialEq__Vec__U__A2__eq,core::cmp::PartialEq::eq,"<Vec<T, A1> as PartialEq<Vec<U, A2>>>::eq",unverified,proved,local_surrogate,alternate_implementation,ordinary_acyclic,known_mismatch_or_inadmissible,,False,C,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/alloc/src/vec/partial_eq.rs,6-22,"The macro expands eq to self[..] == other[..]. Slice equality at core/src/slice/cmp.rs:14-27 dispatches to SlicePartialEq, including the BytewiseEq compare_bytes specialization at lines 146-160. The proof hard-codes only an element-by-element loop, so it is not the full concrete implementation."
std_specs__vec.rs__L409__alloc__vec__from_elem,alloc::vec::from_elem,alloc::vec::from_elem,unverified,proved,local_surrogate,alternate_implementation,ordinary_acyclic,known_mismatch_or_inadmissible,,False,B,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/alloc/src/vec/mod.rs,3713-3719,"The concrete function dispatches to SpecFromElem. alloc/src/vec/spec_from_elem.rs:8-74 has generic, IsZero, i8, u8, and unit specializations; the generic helper further uses private extend_with at vec/mod.rs:3655-3685. The proof supplies one Vec::push algorithm and misses those paths."
std_specs__vec.rs__L446__Vec__T__A__into_iter,alloc::vec::Vec::into_iter,"Vec::<T, A>::into_iter",unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,The body accesses private Vec/RawVec fields and constructs IntoIter through private fields. No public non-circular constructor exists; bridging this representation would merely restate the target contract.
std_specs__vec.rs__L457__a__Vec__T__A__as__core__iter__IntoIterator__into_iter,core::iter::IntoIterator::into_iter,"<&'a Vec<T, A> as core::iter::IntoIterator>::into_iter",unverified,proved,local_surrogate,mechanical_desugaring,target_equivalent_axiom,known_mismatch_or_inadmissible,,False,C,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/alloc/src/vec/mod.rs,3985-3991,self.iter() resolves through Vec deref to slice iteration; the proof makes that autoderef explicit. But axiom_vec_iter_model_coherence directly equates the borrowed-Vec iterator model with the slice iterator model needed for the target postcondition.
std_specs__vecdeque.rs__L71__VecDeque__T__A__index,alloc::collections::vec_deque::VecDeque::index,"VecDeque::<T, A>::index",verified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,B,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/alloc/src/collections/vec_deque/mod.rs,3806-3812,"Both bodies execute get(index).expect(""Out of bounds access"") with the same panic text and control flow."
std_specs__vecdeque.rs__L80__VecDeque__T__A__len,alloc::collections::vec_deque::VecDeque::len,"VecDeque::<T, A>::len",unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Private ring-buffer fields/pointers/copies are replaced by public methods, slices, swaps, or loops."
std_specs__vecdeque.rs__L86__VecDeque__T__new,alloc::collections::vec_deque::VecDeque::new,VecDeque::<T>::new,unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Private ring-buffer fields/pointers/copies are replaced by public methods, slices, swaps, or loops."
std_specs__vecdeque.rs__L91__VecDeque__T__as__core__default__Default__default,core::default::Default::default,<VecDeque<T> as core::default::Default>::default,verified,preproved,local_surrogate,mechanical_desugaring,ordinary_acyclic,strict_faithful_admissible,collections.rs,True,B,,,Concrete Rust impl body is VecDeque::new(); surrogate executes VecDeque::new(). Bulk metadata exposed only the trait declaration.
std_specs__vecdeque.rs__L98__VecDeque__T__with_capacity,alloc::collections::vec_deque::VecDeque::with_capacity,VecDeque::<T>::with_capacity,unverified,preproved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,capacity_composed.rs,True,B,,,"Source calls Self::with_capacity_in(capacity, Global); surrogate uses VecDeque::new() followed by reserve(capacity)."
std_specs__vecdeque.rs__L103__VecDeque__T__A__reserve,alloc::collections::vec_deque::VecDeque::reserve,"VecDeque::<T, A>::reserve",unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Private ring-buffer fields/pointers/copies are replaced by public methods, slices, swaps, or loops."
std_specs__vecdeque.rs__L111__VecDeque__T__A__reserve_exact,alloc::collections::vec_deque::VecDeque::reserve_exact,"VecDeque::<T, A>::reserve_exact",unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Private ring-buffer fields/pointers/copies are replaced by public methods, slices, swaps, or loops."
std_specs__vecdeque.rs__L119__VecDeque__T__A__try_reserve_exact,alloc::collections::vec_deque::VecDeque::try_reserve_exact,"VecDeque::<T, A>::try_reserve_exact",unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Private ring-buffer fields/pointers/copies are replaced by public methods, slices, swaps, or loops."
std_specs__vecdeque.rs__L127__VecDeque__T__A__push_back,alloc::collections::vec_deque::VecDeque::push_back,"VecDeque::<T, A>::push_back",unverified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,B,,,"Executable operations/control flow match the Rust source; differences are receiver/local renaming, qualification, or Verus-only annotations and ghost code."
std_specs__vecdeque.rs__L135__VecDeque__T__A__push_front,alloc::collections::vec_deque::VecDeque::push_front,"VecDeque::<T, A>::push_front",unverified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,B,,,"Executable operations/control flow match the Rust source; differences are receiver/local renaming, qualification, or Verus-only annotations and ghost code."
std_specs__vecdeque.rs__L143__VecDeque__T__A__pop_back,alloc::collections::vec_deque::VecDeque::pop_back,"VecDeque::<T, A>::pop_back",unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Private ring-buffer fields/pointers/copies are replaced by public methods, slices, swaps, or loops."
std_specs__vecdeque.rs__L160__VecDeque__T__A__pop_front,alloc::collections::vec_deque::VecDeque::pop_front,"VecDeque::<T, A>::pop_front",unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,"Private ring-buffer fields/pointers/copies are replaced by public methods, slices, swaps, or loops."
std_specs__vecdeque.rs__L177__VecDeque__T__A__swap_remove_back,alloc::collections::vec_deque::VecDeque::swap_remove_back,"VecDeque::<T, A>::swap_remove_back",verified,preproved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,vecdeque.rs,True,B,,,Source reads the private field self.len; surrogate replaces it with the public v.len() method before otherwise matching the control flow.
std_specs__vecdeque.rs__L195__VecDeque__T__A__swap_remove_front,alloc::collections::vec_deque::VecDeque::swap_remove_front,"VecDeque::<T, A>::swap_remove_front",verified,preproved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,vecdeque.rs,True,B,,,Source reads the private field self.len; surrogate replaces it with the public v.len() method before otherwise matching the control flow.
