target,no_feedback_status,with_feedback_status,no_feedback_complete,with_feedback_complete,no_feedback_proof_status,with_feedback_proof_status,no_feedback_no_spec_reason,with_feedback_no_spec_reason,initial_classification
std::os::unix::net::UnixDatagram::take_error,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixDatagram::try_clone,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixDatagram::unbound,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixDatagram::write_timeout,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixListener::accept,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixListener::bind,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixListener::bind_addr,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixListener::incoming,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixListener::local_addr,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixListener::set_nonblocking,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixListener::take_error,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixListener::try_clone,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixStream::connect,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixStream::connect_addr,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixStream::local_addr,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixStream::pair,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixStream::peer_addr,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixStream::read_timeout,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixStream::set_nonblocking,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixStream::set_read_timeout,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixStream::set_write_timeout,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixStream::shutdown,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixStream::take_error,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixStream::try_clone,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::unix::net::UnixStream::write_timeout,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::windows::ffi::OsStrExt::encode_wide,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::windows::ffi::OsStringExt::from_wide,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::windows::fs::FileExt::seek_read,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::windows::fs::FileExt::seek_write,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::windows::fs::FileTimesExt::set_created,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::windows::fs::FileTypeExt::is_symlink_dir,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::windows::fs::FileTypeExt::is_symlink_file,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::windows::fs::MetadataExt::creation_time,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::windows::fs::MetadataExt::file_attributes,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::windows::fs::MetadataExt::file_size,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::windows::fs::MetadataExt::last_access_time,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::windows::fs::MetadataExt::last_write_time,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::windows::fs::OpenOptionsExt::access_mode,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::windows::fs::OpenOptionsExt::attributes,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::windows::fs::OpenOptionsExt::custom_flags,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::windows::fs::OpenOptionsExt::security_qos_flags,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::windows::fs::OpenOptionsExt::share_mode,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::windows::fs::symlink_dir,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::windows::fs::symlink_file,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::windows::io::AsHandle::as_handle,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::windows::io::AsRawHandle::as_raw_handle,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::windows::io::AsRawSocket::as_raw_socket,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::windows::io::AsSocket::as_socket,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::windows::io::BorrowedHandle::borrow_raw,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::windows::io::BorrowedHandle::try_clone_to_owned,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::windows::io::BorrowedSocket::borrow_raw,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::windows::io::BorrowedSocket::try_clone_to_owned,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::windows::io::FromRawHandle::from_raw_handle,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::windows::io::FromRawSocket::from_raw_socket,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::windows::io::HandleOrInvalid::from_raw_handle,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::windows::io::HandleOrNull::from_raw_handle,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::windows::io::IntoRawHandle::into_raw_handle,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::windows::io::IntoRawSocket::into_raw_socket,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,trait_contract_integration,trait_contract_integration,trait_contract_integration
std::os::windows::io::OwnedHandle::try_clone,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::os::windows::io::OwnedSocket::try_clone,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,runtime_or_hidden_state,runtime_or_hidden_state,runtime_or_hidden_state
std::panic::PanicHookInfo::location,typecheck_or_checker_failure,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
std::panic::PanicHookInfo::payload,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
std::panic::PanicHookInfo::payload_as_str,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
std::panic::PanicInfo::location,typecheck_or_checker_failure,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
std::panic::PanicInfo::payload,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
std::panic::PanicInfo::payload_as_str,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
std::panic::catch_unwind,typecheck_or_checker_failure,skip_no_spec,False,False,no_valid_spec,no_valid_spec,higher_order_contract,higher_order_contract,higher_order_contract
std::panic::panic_any,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
std::panic::resume_unwind,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
std::panic::set_hook,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,no_modeled_observable_output,no_modeled_observable_output,no_modeled_observable_output
std::panic::take_hook,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,higher_order_contract,higher_order_contract,higher_order_contract
std::path::Component::as_os_str,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
std::path::Components::as_path,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
std::path::Iter::as_path,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
std::path::Path::ancestors,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
std::path::Path::as_mut_os_str,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,determinism_checker_unsupported,determinism_checker_unsupported,determinism_checker_unsupported
std::path::Path::as_os_str,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
std::path::Path::canonicalize,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
std::path::Path::components,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
std::path::Path::display,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
std::path::Path::ends_with,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
std::path::Path::exists,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
std::path::Path::extension,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
std::path::Path::file_name,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
std::path::Path::file_prefix,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
std::path::Path::file_stem,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
std::path::Path::has_root,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
std::path::Path::into_path_buf,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
std::path::Path::is_absolute,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
std::path::Path::is_dir,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
std::path::Path::is_empty,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
